15:43:30.791 -> 
15:43:30.791 -> 
15:43:30.791 -> DATA:
15:43:30.791 -> 6, 13200, 64, 4096, 1, 13200, 0, 0, 
15:43:30.837 -> Delay to allow time for flashing
15:43:42.706 -> Sent Control Bit to reader 
15:50:44.153 -> 41509, 65535, 61675, 41501, 0, 61711, 41495, 0, 61745, 41487, 65535, 61775, 41482, 0, 61794, 41475, 0, 61792, 41477, 65535, 61788, 41504, 0, 61811, 41501, 0, 61822, 41499, 65535, 61829, 24, -75
15:50:44.339 -> 41502, 0, 61837, 41507, 0, 61857, 41514, 0, 61871, 41519, 0, 61885, 41524, 0, 61897, 41527, 0, 61906, 41531, 0, 61913, 41538, 65535, 61916, 41536, 0, 61918, 41535, 0, 61915, 25, -75
15:50:44.526 -> 41537, 0, 61912, 41533, 0, 61918, 41535, 0, 61919, 41518, 65535, 61925, 41507, 0, 61953, 41500, 0, 61981, 41495, 0, 62012, 41488, 0, 62035, 41484, 0, 62036, 41480, 0, 62026, 26, -75
15:50:44.713 -> 41494, 65535, 62029, 41502, 0, 62047, 41510, 0, 62053, 41509, 0, 62057, 41512, 0, 62065, 41516, 0, 62069, 41519, 0, 62069, 41523, 0, 62066, 41524, 65535, 62058, 41525, 0, 62044, 27, -75
15:50:44.900 -> 41525, 0, 62036, 41523, 0, 62028, 41530, 0, 62023, 41529, 0, 62012, 41527, 0, 62002, 41522, 65535, 61988, 41518, 0, 61966, 41501, 0, 61964, 41490, 0, 61973, 41482, 0, 61999, 28, -75
15:50:45.085 -> 41476, 0, 62029, 41469, 0, 62062, 41465, 65535, 62074, 41466, 0, 62072, 41490, 65535, 62095, 41501, 0, 62103, 41502, 0, 62103, 41507, 0, 62109, 41514, 0, 62102, 41516, 65535, 62088, 29, -75
15:50:45.321 -> 41518, 0, 62077, 41525, 0, 62060, 41530, 0, 62048, 41536, 0, 62032, 41538, 0, 62016, 41540, 65535, 61996, 41543, 0, 61977, 41544, 0, 61954, 41550, 0, 61930, 41542, 0, 61900, 30, -75
15:50:45.507 -> 41532, 0, 61865, 41517, 0, 61857, 41508, 0, 61885, 41503, 0, 61917, 41498, 0, 61955, 41493, 0, 61986, 41488, 0, 61997, 41494, 0, 62014, 41525, 0, 62044, 41523, 0, 62032, 31, -75
15:50:45.692 -> 41521, 65535, 62026, 41528, 0, 62016, 41529, 0, 62009, 41539, 0, 61992, 41544, 0, 61971, 41548, 0, 61947, 41550, 0, 61921, 41554, 0, 61895, 41556, 65535, 61867, 41559, 0, 61839, 0, -74
15:50:45.879 -> 41559, 0, 61806, 41560, 65535, 61774, 41554, 0, 61745, 41554, 65535, 61715, 41536, 0, 61703, 41526, 0, 61716, 41518, 0, 61741, 41515, 0, 61779, 41511, 0, 61812, 41502, 0, 61827, 1, -75
15:50:46.067 -> 41504, 0, 61846, 41530, 0, 61874, 41530, 0, 61869, 41536, 0, 61859, 41542, 0, 61846, 41546, 0, 61828, 41549, 0, 61806, 41556, 0, 61783, 41560, 0, 61760, 41563, 0, 61724, 2, -75
15:50:46.253 -> 41566, 0, 61692, 41568, 0, 61664, 41569, 0, 61635, 41575, 0, 61613, 41577, 0, 61587, 41575, 0, 61560, 41573, 0, 61528, 41561, 0, 61502, 41545, 0, 61502, 41538, 65535, 61514, 3, -76
15:50:46.441 -> 41530, 0, 61543, 41525, 0, 61579, 41518, 0, 61609, 41515, 65535, 61628, 41533, 0, 61651, 41549, 0, 61669, 41551, 0, 61663, 41552, 0, 61655, 41558, 0, 61642, 41567, 0, 61628, 4, -76
15:50:46.627 -> 41567, 0, 61609, 41571, 0, 61588, 41576, 0, 61562, 41580, 0, 61550, 41587, 0, 61533, 41589, 0, 61515, 41591, 0, 61499, 41591, 65535, 61484, 41593, 0, 61467, 41595, 65535, 61450, 5, -75
15:50:46.816 -> 41589, 0, 61426, 41575, 0, 61406, 41562, 0, 61407, 41551, 0, 61433, 41549, 0, 61463, 41545, 0, 61491, 41537, 0, 61510, 41536, 0, 61517, 41557, 0, 61542, 41569, 0, 61556, 6, -75
15:50:47.001 -> 41571, 0, 61557, 41573, 0, 61557, 41578, 0, 61557, 41578, 0, 61561, 41591, 0, 61562, 41597, 0, 61562, 41600, 0, 61563, 41603, 0, 61562, 41608, 0, 61563, 41610, 0, 61565, 7, -75
15:50:47.189 -> 41612, 0, 61563, 41614, 0, 61558, 41613, 0, 61556, 41610, 0, 61556, 41605, 65535, 61561, 41589, 0, 61576, 41581, 0, 61602, 41575, 0, 61628, 41572, 0, 61657, 41568, 0, 61677, 8, -75
15:50:47.376 -> 41561, 65535, 61668, 41574, 0, 61675, 41590, 0, 61695, 41592, 0, 61706, 41597, 0, 61721, 41604, 0, 61734, 41608, 0, 61750, 41614, 0, 61764, 41619, 0, 61776, 41623, 0, 61790, 9, -75
15:50:47.570 -> 41628, 0, 61797, 41630, 0, 61804, 41632, 0, 61814, 41635, 0, 61820, 41640, 0, 61836, 41642, 0, 61843, 41639, 0, 61854, 41634, 0, 61857, 41617, 65535, 61872, 41607, 0, 61898, 10, -76
15:50:47.796 -> 41605, 0, 61927, 41595, 0, 61956, 41590, 0, 61970, 41581, 0, 61966, 41585, 0, 61958, 41612, 0, 61970, 41618, 0, 61985, 41620, 0, 61997, 41622, 0, 62010, 41628, 0, 62022, 11, -75
15:50:47.984 -> 41635, 0, 62032, 41639, 0, 62040, 41642, 0, 62045, 41646, 0, 62048, 41648, 0, 62062, 41658, 0, 62069, 41659, 0, 62074, 41660, 0, 62078, 41661, 0, 62080, 41661, 0, 62078, 12, -75
15:50:48.122 -> 41659, 0, 62076, 41655, 0, 62065, 41638, 0, 62068, 41627, 0, 62090, 41615, 0, 62121, 41617, 0, 62148, 41613, 0, 62164, 41607, 65535, 62159, 41608, 0, 62149, 41637, 0, 62164, 13, -75
15:50:48.357 -> 41639, 0, 62174, 41640, 0, 62175, 41644, 0, 62176, 41646, 0, 62179, 41649, 0, 62184, 41662, 0, 62186, 41666, 0, 62184, 41669, 0, 62181, 41672, 0, 62176, 41675, 0, 62170, 14, -75
15:50:48.546 -> 41679, 0, 62167, 41680, 0, 62150, 41679, 0, 62135, 41677, 0, 62123, 41677, 0, 62105, 41667, 65535, 62101, 41653, 65535, 62113, 41645, 0, 62137, 41642, 0, 62160, 41640, 0, 62179, 15, -75
15:50:48.870 -> 41679, 0, 62167, 41680, 0, 62150, 41679, 0, 62135, 41677, 0, 62123, 41677, 0, 62105, 41667, 65535, 62101, 41653, 65535, 62113, 41645, 0, 62137, 41642, 0, 62160, 41640, 0, 62179, 15, -74
15:50:49.058 -> 41635, 0, 62190, 41632, 0, 62185, 41648, 0, 62187, 41660, 0, 62198, 41661, 0, 62193, 41663, 0, 62196, 41670, 0, 62194, 41675, 0, 62190, 41681, 0, 62182, 41687, 0, 62167, 16, -74
15:50:49.247 -> 41687, 0, 62154, 41697, 0, 62141, 41696, 0, 62126, 41698, 0, 62106, 41700, 0, 62084, 41701, 0, 62076, 41706, 0, 62057, 41705, 0, 62036, 41693, 0, 62018, 41677, 0, 62021, 17, -75
15:50:49.434 -> 41670, 0, 62040, 41668, 0, 62060, 41663, 0, 62081, 41658, 0, 62099, 41650, 0, 62087, 41661, 0, 62103, 41684, 0, 62118, 41688, 0, 62115, 41689, 0, 62108, 41690, 0, 62103, 18, -75
15:50:49.623 -> 41698, 0, 62096, 41705, 65535, 62080, 41708, 0, 62061, 41710, 0, 62040, 41715, 0, 62019, 41715, 0, 62001, 41726, 0, 61982, 41728, 0, 61961, 41728, 0, 61941, 41728, 0, 61917, 19, -75
15:50:49.813 -> 41727, 65535, 61891, 41721, 0, 61866, 41707, 0, 61852, 41697, 0, 61857, 41688, 0, 61871, 41681, 0, 61901, 41684, 0, 61920, 41677, 0, 61926, 41681, 0, 61932, 41702, 0, 61947, 20, -75
15:50:50.000 -> 41702, 0, 61945, 41703, 0, 61943, 41708, 0, 61926, 41708, 0, 61904, 41705, 0, 61881, 41707, 0, 61857, 41711, 0, 61831, 41710, 0, 61802, 41706, 0, 61774, 41704, 0, 61745, 21, -75
15:50:50.185 -> 41701, 0, 61715, 41697, 0, 61687, 41695, 0, 61655, 41685, 0, 61621, 41674, 0, 61581, 41657, 65535, 61553, 41644, 0, 61562, 41640, 0, 61579, 41640, 0, 61607, 41648, 0, 61648, 22, -75
15:50:50.371 -> 41660, 0, 61680, 41680, 0, 61709, 41731, 0, 61749, 41745, 0, 61755, 41754, 0, 61750, 41764, 0, 61744, 41776, 0, 61741, 41790, 0, 61732, 41802, 0, 61720, 41815, 0, 61704, 23, -75
15:50:50.558 -> 41820, 0, 61687, 41826, 0, 61672, 41837, 0, 61654, 41838, 0, 61635, 41839, 0, 61613, 41839, 0, 61591, 41834, 0, 61576, 41840, 0, 61557, 41826, 0, 61542, 41813, 0, 61548, 24, -75
15:50:50.746 -> 41808, 0, 61564, 41806, 0, 61590, 41806, 0, 61618, 41803, 0, 61639, 41807, 0, 61651, 41828, 0, 61669, 41848, 0, 61693, 41860, 0, 61702, 41865, 0, 61706, 41873, 0, 61713, 25, -75
15:50:50.933 -> 41879, 0, 61717, 41886, 0, 61721, 41893, 0, 61727, 41895, 0, 61724, 41896, 0, 61722, 41896, 0, 61727, 41894, 0, 61733, 41899, 0, 61744, 41899, 0, 61750, 41895, 0, 61762, 26, -74
15:50:51.118 -> 41894, 0, 61771, 41888, 0, 61773, 41872, 0, 61796, 41864, 0, 61816, 41858, 0, 61840, 41852, 0, 61861, 41844, 0, 61872, 41841, 0, 61869, 41844, 0, 61857, 41863, 0, 61871, 27, -75
15:50:51.306 -> 41865, 0, 61889, 41867, 0, 61905, 41868, 0, 61923, 41875, 0, 61944, 41873, 0, 61964, 41876, 0, 61985, 41881, 0, 62006, 41885, 0, 62039, 41891, 0, 62069, 41893, 0, 62095, 28, -75
15:50:51.492 -> 41895, 0, 62119, 41896, 0, 62140, 41898, 0, 62156, 41901, 0, 62166, 41893, 0, 62172, 41878, 0, 62176, 41863, 0, 62201, 41854, 0, 62239, 41850, 0, 62263, 41845, 0, 62276, 29, -75
15:50:51.682 -> 41839, 0, 62268, 41833, 0, 62242, 41847, 0, 62232, 41861, 0, 62247, 41861, 0, 62261, 41860, 0, 62275, 41861, 0, 62293, 41860, 0, 62322, 41869, 0, 62347, 41871, 0, 62369, 30, -74
15:50:51.870 -> 41872, 0, 62390, 41873, 0, 62407, 41875, 0, 62421, 41875, 0, 62432, 41875, 0, 62439, 41873, 0, 62439, 41870, 0, 62442, 41863, 0, 62445, 41858, 0, 62451, 41839, 0, 62466, 31, -75
15:50:52.056 -> 41830, 0, 62490, 41822, 65535, 62509, 41818, 0, 62523, 41812, 0, 62524, 41805, 0, 62487, 41810, 0, 62468, 41829, 0, 62476, 41832, 0, 62485, 41836, 0, 62497, 41842, 0, 62507, 32, -75
15:50:52.385 -> 41830, 0, 62490, 41822, 65535, 62509, 41818, 0, 62523, 41812, 0, 62524, 41805, 0, 62487, 41810, 0, 62468, 41829, 0, 62476, 41832, 0, 62485, 41836, 0, 62497, 41842, 0, 62507, 32, -74
15:50:52.559 -> 41845, 0, 62520, 41850, 0, 62528, 41855, 0, 62534, 41859, 0, 62540, 41861, 0, 62534, 41862, 0, 62528, 41863, 0, 62525, 41865, 0, 62518, 41870, 0, 62519, 41871, 0, 62511, 33, -75
15:50:52.757 -> 41867, 0, 62504, 41861, 0, 62485, 41844, 65535, 62479, 41833, 0, 62488, 41831, 0, 62504, 41821, 0, 62522, 41815, 0, 62529, 41804, 0, 62517, 41811, 0, 62503, 41837, 0, 62517, 34, -75
15:50:52.946 -> 41843, 0, 62519, 41844, 0, 62520, 41846, 0, 62521, 41851, 0, 62518, 41858, 0, 62510, 41860, 0, 62500, 41863, 0, 62485, 41866, 65535, 62466, 41867, 0, 62460, 41875, 0, 62449, 35, -75
15:50:53.136 -> 41875, 0, 62433, 41875, 0, 62418, 41875, 0, 62399, 41874, 0, 62376, 41871, 0, 62349, 41860, 0, 62321, 41842, 0, 62312, 41832, 0, 62324, 41819, 0, 62353, 41821, 0, 62378, 36, -75
15:50:53.461 -> 41875, 0, 62433, 41875, 0, 62418, 41875, 0, 62399, 41874, 0, 62376, 41871, 0, 62349, 41860, 0, 62321, 41842, 0, 62312, 41832, 0, 62324, 41819, 0, 62353, 41821, 0, 62378, 36, -75
15:50:53.649 -> 41815, 0, 62389, 41807, 0, 62381, 41819, 0, 62385, 41841, 0, 62403, 41843, 0, 62399, 41843, 0, 62393, 41846, 0, 62381, 41848, 0, 62369, 41849, 0, 62357, 41862, 0, 62341, 37, -75
15:50:53.835 -> 41865, 0, 62319, 41866, 0, 62299, 41868, 0, 62275, 41870, 0, 62251, 41871, 0, 62231, 41871, 0, 62197, 41871, 0, 62163, 41866, 0, 62135, 41860, 0, 62100, 41848, 0, 62086, 38, -75
15:50:54.023 -> 41836, 0, 62090, 41827, 0, 62108, 41822, 0, 62134, 41818, 0, 62157, 41809, 0, 62170, 41809, 0, 62166, 41830, 0, 62185, 41838, 0, 62186, 41839, 65535, 62174, 41842, 0, 62167, 39, -75
15:50:54.209 -> 41848, 0, 62149, 41851, 0, 62131, 41857, 0, 62108, 41862, 0, 62083, 41864, 0, 62053, 41872, 0, 62027, 41869, 0, 61997, 41869, 0, 61965, 41872, 0, 61930, 41874, 0, 61909, 40, -74
15:50:54.397 -> 41876, 0, 61879, 41872, 0, 61847, 41864, 0, 61813, 41848, 0, 61797, 41839, 65535, 61802, 41834, 0, 61817, 41827, 0, 61843, 41822, 0, 61869, 41812, 0, 61874, 41817, 0, 61892, 41, -75
15:50:54.583 -> 41844, 0, 61918, 41848, 0, 61911, 41848, 65535, 61903, 41852, 0, 61892, 41855, 0, 61876, 41858, 0, 61856, 41865, 0, 61834, 41868, 0, 61806, 41870, 0, 61779, 41869, 0, 61759, 42, -75
15:50:54.772 -> 41880, 0, 61738, 41881, 0, 61715, 41882, 0, 61693, 41881, 0, 61672, 41881, 0, 61649, 41879, 0, 61624, 41868, 0, 61595, 41852, 0, 61585, 41842, 0, 61594, 41830, 0, 61620, 43, -75
15:50:54.958 -> 41832, 0, 61648, 41827, 0, 61670, 41821, 0, 61682, 41829, 0, 61696, 41853, 0, 61718, 41854, 0, 61723, 41854, 0, 61715, 41858, 0, 61709, 41860, 0, 61702, 41864, 0, 61695, 44, -75
15:50:55.146 -> 41875, 0, 61690, 41879, 0, 61682, 41880, 0, 61677, 41883, 0, 61673, 41886, 0, 61667, 41887, 0, 61665, 41890, 0, 61658, 41888, 0, 61652, 41883, 0, 61648, 41882, 0, 61638, 45, -74
15:50:55.381 -> 41869, 0, 61648, 41857, 0, 61672, 41849, 0, 61698, 41844, 0, 61728, 41841, 0, 61754, 41835, 0, 61763, 41838, 0, 61765, 41856, 0, 61782, 41860, 0, 61795, 41862, 0, 61802, 46, -74
15:50:55.522 -> 41864, 0, 61822, 41872, 0, 61838, 41875, 0, 61854, 41881, 0, 61872, 41886, 0, 61888, 41887, 0, 61905, 41892, 0, 61921, 41894, 0, 61936, 41895, 0, 61948, 41896, 0, 61959, 47, -75
15:50:55.707 -> 41894, 0, 61981, 41900, 0, 61996, 41897, 0, 62007, 41883, 65535, 62022, 41867, 0, 62050, 41860, 0, 62077, 41853, 65535, 62100, 41850, 0, 62117, 41842, 0, 62122, 41837, 0, 62106, 48, -75
15:50:55.896 -> 41850, 0, 62103, 41872, 0, 62120, 41874, 0, 62136, 41875, 0, 62152, 41879, 0, 62172, 41884, 0, 62192, 41889, 0, 62215, 41894, 0, 62226, 41896, 0, 62239, 41897, 0, 62256, 49, -74
15:50:56.131 -> 41899, 0, 62275, 41908, 0, 62294, 41909, 0, 62308, 41909, 0, 62323, 41908, 0, 62333, 41906, 0, 62342, 41901, 0, 62346, 41885, 0, 62351, 41872, 0, 62368, 41864, 0, 62383, 50, -74
15:50:56.319 -> 41857, 0, 62397, 41856, 0, 62398, 41850, 0, 62381, 41849, 0, 62356, 41876, 0, 62358, 41880, 0, 62368, 41882, 0, 62373, 41892, 0, 62384, 41889, 0, 62393, 41892, 0, 62402, 51, -75
15:50:56.460 -> 41899, 0, 62407, 41905, 0, 62423, 41909, 0, 62432, 41911, 0, 62440, 41914, 0, 62445, 41916, 0, 62448, 41917, 0, 62449, 41921, 0, 62448, 41917, 0, 62442, 41915, 0, 62432, 52, -75
15:50:56.647 -> 41904, 0, 62418, 41886, 0, 62431, 41881, 0, 62445, 41875, 0, 62454, 41871, 0, 62466, 41865, 0, 62462, 41860, 0, 62445, 41870, 0, 62434, 41893, 0, 62441, 41894, 0, 62441, 53, -74
15:50:56.883 -> 41894, 0, 62440, 41896, 0, 62446, 41907, 0, 62450, 41911, 0, 62449, 41917, 0, 62449, 41920, 0, 62444, 41924, 0, 62440, 41927, 0, 62435, 41930, 0, 62422, 41931, 0, 62408, 54, -75
15:50:57.022 -> 41931, 0, 62396, 41928, 0, 62386, 41934, 0, 62375, 41932, 0, 62355, 41915, 0, 62342, 41901, 0, 62346, 41893, 0, 62355, 41887, 0, 62373, 41884, 0, 62377, 41875, 0, 62377, 55, -74
15:50:57.209 -> 41871, 0, 62361, 41882, 0, 62350, 41900, 0, 62360, 41901, 0, 62357, 41900, 0, 62349, 41900, 0, 62342, 41900, 0, 62331, 41902, 0, 62316, 41907, 0, 62298, 41899, 0, 62275, 56, -74
15:50:57.443 -> 41894, 65535, 62252, 41894, 0, 62226, 41893, 0, 62209, 41891, 0, 62185, 41884, 0, 62161, 41878, 0, 62137, 41872, 0, 62112, 41867, 0, 62082, 41854, 0, 62062, 41840, 0, 62067, 57, -75
15:50:57.630 -> 41843, 0, 62089, 41852, 0, 62118, 41865, 0, 62158, 41879, 0, 62174, 41893, 0, 62184, 41931, 0, 62208, 41949, 0, 62218, 41953, 0, 62219, 41964, 0, 62219, 41975, 0, 62214, 58, -74
15:50:57.772 -> 41985, 0, 62201, 41996, 0, 62187, 42002, 0, 62174, 42016, 0, 62154, 42019, 0, 62131, 42023, 0, 62108, 42026, 0, 62082, 42026, 0, 62056, 42026, 0, 62034, 42027, 0, 62002, 59, -75
15:50:57.959 -> 42026, 0, 61964, 42013, 0, 61933, 41997, 0, 61927, 41996, 0, 61938, 41995, 0, 61960, 41995, 0, 61988, 41997, 0, 62009, 42000, 0, 62021, 42017, 0, 62041, 42041, 0, 62063, 60, -76
15:50:58.192 -> 42046, 0, 62058, 42049, 0, 62052, 42053, 0, 62045, 42061, 0, 62035, 42068, 0, 62016, 42072, 0, 61996, 42073, 0, 61970, 42073, 0, 61945, 42074, 0, 61920, 42078, 0, 61894, 61, -75
15:50:58.333 -> 42071, 0, 61868, 42070, 0, 61845, 42073, 0, 61818, 42073, 0, 61802, 42069, 0, 61774, 42052, 0, 61761, 42042, 0, 61770, 42034, 0, 61787, 42028, 0, 61815, 42024, 0, 61839, 62, -75
15:50:58.518 -> 42013, 0, 61849, 42007, 0, 61854, 42024, 0, 61871, 42032, 0, 61889, 42034, 0, 61883, 42034, 0, 61878, 42037, 0, 61873, 42041, 0, 61863, 42046, 0, 61849, 42049, 0, 61833, 63, -75
15:50:58.753 -> 42053, 0, 61816, 42055, 0, 61796, 42058, 0, 61778, 42057, 0, 61768, 42066, 0, 61759, 42065, 0, 61747, 42063, 0, 61733, 42059, 0, 61714, 42050, 0, 61694, 42033, 0, 61693, 64, -75
15:50:58.894 -> 42023, 0, 61705, 42016, 0, 61731, 42009, 0, 61761, 41998, 0, 61793, 41996, 0, 61805, 42000, 0, 61818, 42018, 0, 61848, 42021, 0, 61851, 42021, 0, 61857, 42023, 0, 61867, 65, -75
15:50:59.080 -> 42024, 0, 61863, 42026, 0, 61861, 42027, 0, 61863, 42028, 0, 61864, 42032, 0, 61872, 42034, 0, 61876, 42033, 0, 61881, 42032, 0, 61885, 42030, 0, 61887, 42028, 0, 61891, 66, -75
15:50:59.314 -> 42028, 0, 61886, 42020, 0, 61875, 42004, 65535, 61872, 41988, 0, 61890, 41980, 0, 61931, 41974, 0, 61974, 41968, 0, 62014, 41961, 0, 62042, 41956, 0, 62053, 41969, 0, 62071, 67, -75
15:50:59.503 -> 41992, 0, 62095, 41988, 0, 62109, 41988, 0, 62126, 41993, 0, 62138, 41997, 0, 62165, 42005, 0, 62183, 42009, 0, 62200, 42011, 0, 62214, 42013, 0, 62225, 42016, 0, 62234, 68, -75
15:50:59.690 -> 42018, 0, 62242, 42019, 0, 62247, 42019, 0, 62247, 42020, 0, 62248, 42013, 0, 62255, 42015, 0, 62258, 41996, 0, 62269, 41985, 0, 62298, 41978, 0, 62330, 41972, 0, 62366, 69, -75
15:50:59.972 -> 42018, 0, 62242, 42019, 0, 62247, 42019, 0, 62247, 42020, 0, 62248, 42013, 0, 62255, 42015, 0, 62258, 41996, 0, 62269, 41985, 0, 62298, 41978, 0, 62330, 41972, 0, 62366, 69, -75
